Sl_No,Full_Info,Transimission_Type,Ownership,Fuel_Used,brand_name,km_driven,selling_price,Year_of_Manuacture,Place_of_Origin,Age
1389,"""2014 Maruti Alto 800""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Alto""",57135,275799,2014,"""Chennai""",8
1390,"""2018 Jeep Compass""","""Manual""","""1st Owner""","""Diesel""","""Jeep-Compass""",35739,1430399,2018,"""Chennai""",4
1391,"""2017 Volkswagen Polo""","""Manual""","""1st Owner""","""Petrol""","""Volkswagen-Polo""",82670,554299,2017,"""Chennai""",5
1392,"""2016 Hyundai Elite i20""","""Manual""","""1st Owner""","""Petrol""","""Hyundai-Elite""",29317,660099,2016,"""Chennai""",6
1393,"""2017 Maruti Celerio""","""Automatic""","""1st Owner""","""Petrol""","""Maruti-Celerio""",51795,501699,2017,"""Chennai""",5
1394,"""2013 Maruti Wagon R 1.0""","""Manual""","""2nd Owner""","""Petrol""","""Maruti-Wagon""",52636,321499,2013,"""Chennai""",9
1395,"""2019 Hyundai Elite i20""","""Automatic""","""2nd Owner""","""Petrol""","""Hyundai-Elite""",37619,813699,2019,"""Chennai""",3
1396,"""2015 Ford Ecosport""","""Automatic""","""2nd Owner""","""Petrol""","""Ford-Ecosport""",79905,572399,2015,"""Chennai""",7
1397,"""2019 Renault Kwid""","""Automatic""","""1st Owner""","""Petrol""","""Renault-Kwid""",16877,535799,2019,"""Chennai""",3
1398,"""2018 Hyundai Elite i20""","""Manual""","""1st Owner""","""Petrol""","""Hyundai-Elite""",15202,745499,2018,"""Chennai""",4
1399,"""2016 Maruti Alto 800""","""Manual""","""2nd Owner""","""Petrol""","""Maruti-Alto""",18440,286899,2016,"""Chennai""",6
1400,"""2016 Hyundai Elite i20""","""Manual""","""1st Owner""","""Petrol""","""Hyundai-Elite""",54626,598299,2016,"""Chennai""",6
1401,"""2015 Hyundai Eon""","""Manual""","""1st Owner""","""Petrol""","""Hyundai-Eon""",18666,305399,2015,"""Chennai""",7
1402,"""2018 Tata Tiago""","""Manual""","""1st Owner""","""Petrol""","""Tata-Tiago""",51612,544099,2018,"""Chennai""",4
1403,"""2020 Maruti S PRESSO""","""Manual""","""1st Owner""","""Petrol""","""Maruti-S""",3927,476199,2020,"""Chennai""",2
1404,"""2018 Hyundai Grand i10""","""Manual""","""2nd Owner""","""Petrol""","""Hyundai-Grand""",17926,493499,2018,"""Chennai""",4
1405,"""2019 Hyundai VENUE""","""Manual""","""1st Owner""","""Petrol""","""Hyundai-VENUE""",64270,974499,2019,"""Chennai""",3
1406,"""2018 Hyundai NEW SANTRO""","""Automatic""","""1st Owner""","""Petrol""","""Hyundai-NEW""",18502,533599,2018,"""Chennai""",4
1407,"""2018 Maruti Eeco""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Eeco""",22230,395299,2018,"""Chennai""",4
1408,"""2019 Hyundai GRAND I10 NIOS""","""Manual""","""1st Owner""","""Petrol""","""Hyundai-GRAND""",21215,725999,2019,"""Chennai""",3
1409,"""2015 Maruti Swift""","""Manual""","""2nd Owner""","""Petrol""","""Maruti-Swift""",57544,480599,2015,"""Chennai""",7
1410,"""2016 Datsun Redi Go""","""Manual""","""1st Owner""","""Petrol""","""Datsun-Redi""",39755,269199,2016,"""Chennai""",6
1411,"""2016 Hyundai Eon""","""Manual""","""1st Owner""","""Petrol""","""Hyundai-Eon""",26779,335799,2016,"""Chennai""",6
1412,"""2018 Hyundai Elite i20""","""Manual""","""1st Owner""","""Diesel""","""Hyundai-Elite""",48292,689299,2018,"""Chennai""",4
1413,"""2018 Renault Kwid""","""Manual""","""1st Owner""","""Petrol""","""Renault-Kwid""",42487,387499,2018,"""Chennai""",4
1414,"""2015 Hyundai Elite i20""","""Manual""","""2nd Owner""","""Petrol""","""Hyundai-Elite""",39597,506199,2015,"""Chennai""",7
1415,"""2016 Maruti Swift""","""Manual""","""2nd Owner""","""Petrol""","""Maruti-Swift""",50245,522399,2016,"""Chennai""",6
1416,"""2016 Ford Ecosport""","""Manual""","""1st Owner""","""Diesel""","""Ford-Ecosport""",85996,674499,2016,"""Chennai""",6
1417,"""2014 Hyundai Eon""","""Manual""","""1st Owner""","""Petrol""","""Hyundai-Eon""",48273,285899,2014,"""Chennai""",8
1418,"""2016 Hyundai Eon""","""Manual""","""2nd Owner""","""Petrol""","""Hyundai-Eon""",53917,304899,2016,"""Chennai""",6
1419,"""2019 Renault Kwid""","""Automatic""","""1st Owner""","""Petrol""","""Renault-Kwid""",19635,536299,2019,"""Chennai""",3
1420,"""2018 Hyundai Grand i10""","""Manual""","""1st Owner""","""Petrol""","""Hyundai-Grand""",22693,555399,2018,"""Chennai""",4
1421,"""2016 Maruti Alto 800""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Alto""",95940,269099,2016,"""Chennai""",6
1422,"""2019 Tata Hexa""","""Manual""","""1st Owner""","""Diesel""","""Tata-Hexa""",34649,1854599,2019,"""Chennai""",3
1423,"""2016 Maruti Baleno""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Baleno""",17714,655099,2016,"""Chennai""",6
1424,"""2018 Maruti Dzire""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Dzire""",6494,673099,2018,"""Chennai""",4
1425,"""2016 Ford Ecosport""","""Manual""","""2nd Owner""","""Diesel""","""Ford-Ecosport""",81582,613499,2016,"""Chennai""",6
1426,"""2019 Hyundai NEW SANTRO""","""Automatic""","""1st Owner""","""Petrol""","""Hyundai-NEW""",9004,591899,2019,"""Chennai""",3
1427,"""2018 Jeep Compass""","""Automatic""","""1st Owner""","""Petrol""","""Jeep-Compass""",36654,1573699,2018,"""Chennai""",4
1428,"""2018 Maruti Dzire""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Dzire""",57701,683899,2018,"""Chennai""",4
1429,"""2015 Maruti Swift""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Swift""",67121,487599,2015,"""Chennai""",7
1430,"""2018 Hyundai Elite i20""","""Manual""","""2nd Owner""","""Petrol""","""Hyundai-Elite""",33105,651499,2018,"""Chennai""",4
1431,"""2019 Maruti Celerio""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Celerio""",49887,530999,2019,"""Chennai""",3
1432,"""2016 Hyundai Elite i20""","""Manual""","""1st Owner""","""Diesel""","""Hyundai-Elite""",101947,588099,2016,"""Chennai""",6
1433,"""2017 Honda Jazz""","""Manual""","""1st Owner""","""Petrol""","""Honda-Jazz""",23369,638899,2017,"""Chennai""",5
1434,"""2021 Maruti S PRESSO""","""Automatic""","""1st Owner""","""Petrol""","""Maruti-S""",2238,538499,2021,"""Chennai""",1
1435,"""2019 Hyundai GRAND I10 NIOS""","""Manual""","""1st Owner""","""Petrol""","""Hyundai-GRAND""",28827,719099,2019,"""Chennai""",3
1436,"""2017 Honda City""","""Manual""","""1st Owner""","""Petrol""","""Honda-City""",66192,808099,2017,"""Chennai""",5
1437,"""2016 Maruti Wagon R 1.0""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Wagon""",10678,419799,2016,"""Chennai""",6
1438,"""2019 Hyundai Elite i20""","""Manual""","""1st Owner""","""Petrol""","""Hyundai-Elite""",41523,650499,2019,"""Chennai""",3
1439,"""2016 Hyundai Eon""","""Manual""","""1st Owner""","""Petrol""","""Hyundai-Eon""",39984,317599,2016,"""Chennai""",6
1440,"""2018 Hyundai NEW SANTRO""","""Automatic""","""1st Owner""","""Petrol""","""Hyundai-NEW""",9926,570799,2018,"""Chennai""",4
1441,"""2016 Hyundai Eon""","""Manual""","""1st Owner""","""Petrol""","""Hyundai-Eon""",27458,357899,2016,"""Chennai""",6
1442,"""2014 Hyundai Elite i20""","""Manual""","""1st Owner""","""Diesel""","""Hyundai-Elite""",90866,551999,2014,"""Chennai""",8
1443,"""2018 Ford Ecosport""","""Manual""","""1st Owner""","""Petrol""","""Ford-Ecosport""",22511,830399,2018,"""Chennai""",4
1444,"""2019 Hyundai NEW SANTRO""","""Automatic""","""1st Owner""","""Petrol""","""Hyundai-NEW""",14765,584999,2019,"""Chennai""",3
1445,"""2018 Hyundai Eon""","""Manual""","""1st Owner""","""Petrol""","""Hyundai-Eon""",35163,365999,2018,"""Chennai""",4
1446,"""2018 Mahindra MARAZZO""","""Manual""","""1st Owner""","""Diesel""","""Mahindra-MARAZZO""",21076,1165199,2018,"""Chennai""",4
1447,"""2016 Hyundai Eon""","""Manual""","""1st Owner""","""Petrol""","""Hyundai-Eon""",42236,316399,2016,"""Chennai""",6
1448,"""2019 Maruti IGNIS""","""Manual""","""1st Owner""","""Petrol""","""Maruti-IGNIS""",17350,575099,2019,"""Chennai""",3
1449,"""2015 Hyundai Grand i10""","""Manual""","""1st Owner""","""Petrol""","""Hyundai-Grand""",40304,424599,2015,"""Chennai""",7
1450,"""2017 Maruti Baleno""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Baleno""",60370,604099,2017,"""Chennai""",5
1451,"""2015 Maruti Alto K10""","""Manual""","""2nd Owner""","""Petrol""","""Maruti-Alto""",30139,302299,2015,"""Chennai""",7
1452,"""2019 Maruti Baleno""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Baleno""",55196,643899,2019,"""Chennai""",3
1453,"""2017 Maruti Baleno""","""Manual""","""2nd Owner""","""Petrol""","""Maruti-Baleno""",13644,648799,2017,"""Chennai""",5
1454,"""2017 Hyundai Grand i10""","""Automatic""","""2nd Owner""","""Petrol""","""Hyundai-Grand""",24403,605099,2017,"""Chennai""",5
1455,"""2017 Hyundai Creta""","""Manual""","""1st Owner""","""Petrol""","""Hyundai-Creta""",75640,841499,2017,"""Chennai""",5
1456,"""2017 Honda Jazz""","""Manual""","""1st Owner""","""Petrol""","""Honda-Jazz""",72327,593499,2017,"""Chennai""",5
1457,"""2015 Hyundai Xcent""","""Manual""","""1st Owner""","""Diesel""","""Hyundai-Xcent""",70577,464199,2015,"""Chennai""",7
1458,"""2018 Maruti Vitara Brezza""","""Manual""","""1st Owner""","""Diesel""","""Maruti-Vitara""",61172,850499,2018,"""Chennai""",4
1459,"""2015 Hyundai Grand i10""","""Manual""","""2nd Owner""","""Petrol""","""Hyundai-Grand""",39961,488499,2015,"""Chennai""",7
1460,"""2018 Maruti Alto 800""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Alto""",20048,324599,2018,"""Chennai""",4
1461,"""2016 Hyundai Eon""","""Manual""","""1st Owner""","""Petrol""","""Hyundai-Eon""",31624,352799,2016,"""Chennai""",6
1462,"""2017 Hyundai Eon""","""Manual""","""1st Owner""","""Petrol""","""Hyundai-Eon""",69381,310099,2017,"""Chennai""",5
1463,"""2020 Maruti Eeco""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Eeco""",7734,490799,2020,"""Chennai""",2
1464,"""2019 Maruti Eeco""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Eeco""",23246,414299,2019,"""Chennai""",3
1465,"""2014 Hyundai Elite i20""","""Manual""","""2nd Owner""","""Petrol""","""Hyundai-Elite""",84541,477699,2014,"""Chennai""",8
1466,"""2019 Maruti Eeco""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Eeco""",7135,453199,2019,"""Chennai""",3
1467,"""2013 Maruti Alto 800""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Alto""",46572,229599,2013,"""Chennai""",9
1468,"""2018 Hyundai Eon""","""Manual""","""2nd Owner""","""Petrol""","""Hyundai-Eon""",12080,367499,2018,"""Chennai""",4
1469,"""2017 Hyundai Eon""","""Manual""","""2nd Owner""","""Petrol""","""Hyundai-Eon""",22539,313899,2017,"""Chennai""",5
1470,"""2016 Hyundai Grand i10""","""Manual""","""2nd Owner""","""Petrol""","""Hyundai-Grand""",20582,511799,2016,"""Chennai""",6
1471,"""2016 Maruti Alto 800""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Alto""",17855,308799,2016,"""Chennai""",6
1472,"""2016 Maruti Wagon R 1.0""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Wagon""",17442,455699,2016,"""Chennai""",6
1473,"""2021 Hyundai VENUE""","""Manual""","""1st Owner""","""Petrol""","""Hyundai-VENUE""",6122,944699,2021,"""Chennai""",1
1474,"""2016 Hyundai Grand i10""","""Manual""","""2nd Owner""","""Petrol""","""Hyundai-Grand""",32805,498799,2016,"""Chennai""",6
1475,"""2017 Maruti Vitara Brezza""","""Manual""","""1st Owner""","""Diesel""","""Maruti-Vitara""",54549,848099,2017,"""Chennai""",5
1476,"""2016 Maruti Alto K10""","""Automatic""","""1st Owner""","""Petrol""","""Maruti-Alto""",14894,404399,2016,"""Chennai""",6
1477,"""2015 Maruti Alto K10""","""Manual""","""2nd Owner""","""Petrol""","""Maruti-Alto""",51886,295099,2015,"""Chennai""",7
1478,"""2017 Maruti Dzire""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Dzire""",14541,614999,2017,"""Chennai""",5
1479,"""2018 Maruti Swift""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Swift""",48553,562199,2018,"""Chennai""",4
1480,"""2018 Maruti Vitara Brezza""","""Manual""","""2nd Owner""","""Diesel""","""Maruti-Vitara""",45003,818099,2018,"""Chennai""",4
1481,"""2017 Maruti Swift""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Swift""",59949,562399,2017,"""Chennai""",5
1482,"""2016 Hyundai Elite i20""","""Manual""","""1st Owner""","""Petrol""","""Hyundai-Elite""",63684,638699,2016,"""Chennai""",6
1483,"""2016 Maruti Wagon R 1.0""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Wagon""",13138,464999,2016,"""Chennai""",6
1484,"""2017 Honda Jazz""","""Manual""","""1st Owner""","""Petrol""","""Honda-Jazz""",43474,606299,2017,"""Chennai""",5
1485,"""2018 Maruti Vitara Brezza""","""Manual""","""1st Owner""","""Diesel""","""Maruti-Vitara""",76944,910599,2018,"""Chennai""",4
1486,"""2015 Maruti Alto K10""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Alto""",58146,308999,2015,"""Chennai""",7
1487,"""2017 Maruti Ciaz""","""Manual""","""3rd Owner""","""Petrol""","""Maruti-Ciaz""",53536,677799,2017,"""Chennai""",5
1488,"""2018 Maruti Baleno""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Baleno""",30221,617399,2018,"""Chennai""",4
1489,"""2018 Maruti Eeco""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Eeco""",34411,401799,2018,"""Chennai""",4
1490,"""2017 Maruti Wagon R 1.0""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Wagon""",15288,499499,2017,"""Chennai""",5
1491,"""2016 Hyundai Eon""","""Manual""","""1st Owner""","""Petrol""","""Hyundai-Eon""",45416,310999,2016,"""Chennai""",6
1492,"""2016 Hyundai Grand i10""","""Manual""","""1st Owner""","""Petrol""","""Hyundai-Grand""",26707,526199,2016,"""Chennai""",6
1493,"""2019 Maruti Eeco""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Eeco""",18899,441399,2019,"""Chennai""",3
1494,"""2021 Maruti S PRESSO""","""Manual""","""1st Owner""","""Petrol""","""Maruti-S""",5141,495799,2021,"""Chennai""",1
1495,"""2015 Hyundai Eon""","""Manual""","""1st Owner""","""Petrol""","""Hyundai-Eon""",43472,323999,2015,"""Chennai""",7
1496,"""2016 Hyundai Grand i10""","""Manual""","""1st Owner""","""Petrol""","""Hyundai-Grand""",83440,444299,2016,"""Chennai""",6
1497,"""2016 Maruti Wagon R 1.0""","""Automatic""","""2nd Owner""","""Petrol""","""Maruti-Wagon""",18890,428799,2016,"""Chennai""",6
1498,"""2017 Maruti Dzire""","""Automatic""","""1st Owner""","""Diesel""","""Maruti-Dzire""",93752,628399,2017,"""Chennai""",5
1499,"""2017 Honda City""","""Manual""","""1st Owner""","""Petrol""","""Honda-City""",81508,758399,2017,"""Chennai""",5
1500,"""2016 Hyundai Grand i10""","""Manual""","""1st Owner""","""Petrol""","""Hyundai-Grand""",35436,519499,2016,"""Chennai""",6
1501,"""2017 Maruti Eeco""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Eeco""",24362,402599,2017,"""Chennai""",5
1502,"""2014 Hyundai Elite i20""","""Manual""","""2nd Owner""","""Petrol""","""Hyundai-Elite""",69157,535099,2014,"""Chennai""",8
1503,"""2018 Maruti Alto 800""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Alto""",16717,370099,2018,"""Chennai""",4
1504,"""2017 Hyundai Grand i10""","""Manual""","""1st Owner""","""Petrol""","""Hyundai-Grand""",22208,562399,2017,"""Chennai""",5
1505,"""2017 Maruti Alto 800""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Alto""",68061,296899,2017,"""Chennai""",5
1506,"""2019 Ford Ecosport""","""Manual""","""1st Owner""","""Petrol""","""Ford-Ecosport""",31953,784899,2019,"""Chennai""",3
1507,"""2016 Maruti Wagon R 1.0""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Wagon""",22036,464399,2016,"""Chennai""",6
1508,"""2017 Hyundai Elite i20""","""Manual""","""1st Owner""","""Petrol""","""Hyundai-Elite""",49956,666699,2017,"""Chennai""",5
1509,"""2018 Maruti Baleno""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Baleno""",19686,637799,2018,"""Chennai""",4
1510,"""2020 Maruti S PRESSO""",,"""1st Owner""","""Petrol""","""Maruti-S""",8557,476199,2020,"""Chennai""",2
1511,"""2016 Maruti Alto K10""","""Automatic""","""1st Owner""","""Petrol""","""Maruti-Alto""",33350,389699,2016,"""Chennai""",6
1512,"""2017 Hyundai Grand i10""","""Automatic""","""2nd Owner""","""Petrol""","""Hyundai-Grand""",49027,600499,2017,"""Chennai""",5
1513,"""2016 Maruti Wagon R 1.0""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Wagon""",30148,455799,2016,"""Chennai""",6
1514,"""2017 Maruti Eeco""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Eeco""",27336,424099,2017,"""Chennai""",5
1515,"""2015 Hyundai Grand i10""","""Manual""","""1st Owner""","""Petrol""","""Hyundai-Grand""",81031,455999,2015,"""Chennai""",7
1516,"""2015 Maruti Alto K10""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Alto""",48859,311499,2015,"""Chennai""",7
1517,"""2016 Maruti Wagon R 1.0""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Wagon""",46862,439399,2016,"""Chennai""",6
1518,"""2015 Ford Ecosport""","""Manual""","""1st Owner""","""Petrol""","""Ford-Ecosport""",85957,555399,2015,"""Chennai""",7
1519,"""2016 Maruti Wagon R 1.0""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Wagon""",63743,458699,2016,"""Chennai""",6
1520,"""2016 Ford Ecosport""","""Automatic""","""1st Owner""","""Petrol""","""Ford-Ecosport""",154229,572699,2016,"""Chennai""",6
1521,"""2016 Maruti Alto 800""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Alto""",27952,308799,2016,"""Chennai""",6
1522,"""2019 Maruti Eeco""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Eeco""",29145,449099,2019,"""Chennai""",3
1523,"""2019 Hyundai NEW SANTRO""","""Automatic""","""1st Owner""","""Petrol""","""Hyundai-NEW""",45328,544699,2019,"""Chennai""",3
1524,"""2019 Maruti Baleno""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Baleno""",20529,698399,2019,"""Chennai""",3
1525,"""2013 Maruti Wagon R 1.0""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Wagon""",48953,372599,2013,"""Chennai""",9
1526,"""2019 Maruti Eeco""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Eeco""",15674,450899,2019,"""Chennai""",3
1527,"""2019 Maruti XL6""","""Manual""","""1st Owner""","""Petrol""","""Maruti-XL6""",53083,1093299,2019,"""Chennai""",3
1528,"""2016 Hyundai Grand i10""","""Manual""","""1st Owner""","""Petrol""","""Hyundai-Grand""",60523,493399,2016,"""Chennai""",6
1529,"""2019 Hyundai NEW SANTRO""","""Automatic""","""1st Owner""","""Petrol""","""Hyundai-NEW""",39704,573799,2019,"""Chennai""",3
1530,"""2019 Maruti Eeco""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Eeco""",15610,427999,2019,"""Chennai""",3
1531,"""2017 Hyundai Eon""","""Manual""","""1st Owner""","""Petrol""","""Hyundai-Eon""",24039,347899,2017,"""Chennai""",5
1532,"""2016 Hyundai Elite i20""","""Manual""","""1st Owner""","""Petrol""","""Hyundai-Elite""",117893,534799,2016,"""Chennai""",6
1533,"""2016 Maruti Wagon R 1.0""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Wagon""",64507,439199,2016,"""Chennai""",6
1534,"""2017 Hyundai Eon""","""Manual""","""2nd Owner""","""Petrol""","""Hyundai-Eon""",54613,349799,2017,"""Chennai""",5
1535,"""2018 Hyundai Grand i10""","""Manual""","""1st Owner""","""Petrol""","""Hyundai-Grand""",28636,590799,2018,"""Chennai""",4
1536,"""2018 Hyundai Grand i10""","""Automatic""","""1st Owner""","""Petrol""","""Hyundai-Grand""",33604,572599,2018,"""Chennai""",4
1537,"""2014 Maruti Wagon R 1.0""","""Manual""","""2nd Owner""","""Petrol""","""Maruti-Wagon""",54684,364099,2014,"""Chennai""",8
1538,"""2020 Maruti S PRESSO""","""Automatic""","""2nd Owner""","""Petrol""","""Maruti-S""",13055,522199,2020,"""Chennai""",2
1539,"""2018 Hyundai Eon""","""Manual""","""1st Owner""","""Petrol""","""Hyundai-Eon""",60516,355699,2018,"""Chennai""",4
1540,"""2016 Maruti Alto K10""","""Automatic""","""1st Owner""","""Petrol""","""Maruti-Alto""",40948,384499,2016,"""Chennai""",6
1541,"""2018 Maruti IGNIS""","""Manual""","""1st Owner""","""Petrol""","""Maruti-IGNIS""",18237,548699,2018,"""Chennai""",4
1542,"""2018 Maruti IGNIS""","""Manual""","""2nd Owner""","""Petrol""","""Maruti-IGNIS""",12561,548699,2018,"""Chennai""",4
1543,"""2016 Maruti Wagon R 1.0""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Wagon""",49494,415299,2016,"""Chennai""",6
1544,"""2019 Maruti Eeco""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Eeco""",33655,493899,2019,"""Chennai""",3
1545,"""2016 Maruti Wagon R 1.0""","""Manual""","""2nd Owner""","""Petrol""","""Maruti-Wagon""",42959,438299,2016,"""Chennai""",6
1546,"""2017 Maruti Wagon R 1.0""","""Automatic""","""3rd Owner""","""Petrol""","""Maruti-Wagon""",16047,409899,2017,"""Chennai""",5
1547,"""2017 Maruti Baleno""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Baleno""",21285,621799,2017,"""Chennai""",5
1548,"""2019 Ford Ecosport""","""Automatic""","""1st Owner""","""Petrol""","""Ford-Ecosport""",77873,874399,2019,"""Chennai""",3
1549,"""2016 Hyundai Grand i10""","""Manual""","""1st Owner""","""Petrol""","""Hyundai-Grand""",69645,523999,2016,"""Chennai""",6
